1702,3950
3867,2085
5228,1592
9157,1835
8957,3345
312,8
6012,2686
6700,3011
1687,1630
1756,5069
7738,5594
5333,1115
1580,4749
3209,758
7337,5616
1114,2762
3943,7122
4033,3817
9128,9922
8787,6709
1449,5871
7067,3812
2676,6336
5812,1733
7245,2564
8885,9990
580,8275
1878,2429
7039,9651
8584,3841
2519,6720
6385,7002
9782,2902
2125,1632
2373,8375
589,8629
9996,5256
9109,8613
7303,4899
5703,4865
3372,6211
3760,3447
3420,6361
4142,4110
1114,4734
4388,4202
4217,2463
505,7900
2562,2896
9694,7993
4273,6118
8839,3629
4217,7027
9450,7921
2908,6151
2197,7829
8189,7786
9187,378
6937,8474
330,5287
8889,4012
2545,7503
142,8509
404,9952
9989,5527
8535,2101
6206,3104
9626,4040
8588,7264
9024,9923
5108,9788
8065,3969
4379,8214
6254,9483
224,1651
4406,9857
9475,851
8132,2433
2418,7923
5211,6039
6624,6944
3650,8918
3147,4424
6552,2972
1353,4488
5806,4983
3953,1812
3864,354
4542,4773
191,4015
9772,2058
5517,2009
442,9282
5846,8293
9081,5819
4420,6181
6098,600
6172,8420
2910,3975
6862,2865
4629,4146
7502,2456
2768,4656
746,2959
3482,9968
2041,2251
8607,2839
1636,4875
4197,3821
7576,9146
278,9502
47,3333
5366,9101
7673,9565
4756,9040
4777,8813
7865,9087
3244,6485
6029,3242
2799,6446
7749,9232
5959,6459
2268,4865
2054,7320
5755,8703
989,4506
7329,7034
2753,1437
8473,5446
8319,9629
1876,9628
255,4261
8269,2111
4535,6147
1386,7303
6699,7309
7767,2758
168,8509
7807,2759
5163,8168
6119,3961
9770,5040
8380,1967
4608,8494
6297,3491
9971,9330
258,6704
5866,2282
82,3156
9463,8957
9790,397
9718,4871
9199,8071
3339,7138
786,5818
8226,4372
2990,6337
4880,9609
8567,1941
8430,7926
1129,7343
5442,1839
6675,440
3204,3451
1893,3828
5328,2114
1964,9704
9428,850
2024,7710
2214,9896
9319,2475
1284,564
9890,8618
3883,2878
3887,6269
8217,7402
4829,5707
2260,8260
6910,9899
5907,9298
7917,6901
9798,7306
1843,2096
3706,6944
3341,8558
1609,1923
7147,3814
1811,1799
7257,7802
8997,6594
5869,2219
6759,1
7052,603
6553,8687
1423,7236
7758,8567
9374,5651
3940,7148
3457,3848
6083,9758
3973,7444
2017,4584
9774,9144
3009,7677
9938,434
6072,9557
8124,7568
8842,4377
1952,9438
3315,6865
6253,2191
3241,7872
2737,8225
8982,6331
2031,8325
9524,8663
9941,7924
7487,9126
5126,5951
3766,7508
9361,237
5222,3855
1404,9181
6680,6971
2882,6264
8899,7306
952,9414
1030,5816
8047,2359
1882,8939
1362,2313
688,5466
9990,5160
1981,1620
8442,2904
6690,1107
6608,4078
1381,3426
5939,2166
2907,5318
7377,7875
2599,5421
3257,8490
9070,3058
8052,4732
3937,8863
4522,1169
6199,3716
747,2521
5713,4988
1477,1876
8634,489
1376,7003
8256,5722
968,3605
4181,9245
1843,815
7722,1626
7809,492
8241,6402
9053,155
9352,1633
2814,3193
379,3011
3480,4329
1170,2803
9938,7223
6135,1701
6514,278
1902,8890
5153,5296
9553,8483
6260,2738
1776,1207
7759,9834
6243,6744
7574,5803
1515,9475
2919,8267
1463,9004
8332,8774
6244,4169
4583,2886
862,4180
2270,5335
2880,9137
5210,2094
3873,6744
964,6109
5002,6528
507,1694
5664,2708
4079,2106
583,5395
9292,3240
5946,7759
4052,9465
876,3384
8021,9203
3911,9008
481,4767
7153,4673
8609,3502
833,4914
4413,9460
5421,4598
8794,5599
3087,5140
2201,557
3468,9270
7285,2385
6723,1363
2,1894
2840,7454
4485,3455
1569,7802
9601,3229
4648,8554
49,9374
6960,3406
4480,8253
2128,1964
4113,5207
3018,4085
3460,4012
8346,7578
808,9581
5745,1914
1391,3408
5001,6433
9913,4792
5487,3749
8977,8696
2057,6472
1093,2040
3715,7817
6535,3939
4119,3266
4825,1831
9428,4652
9848,8328
2599,515
6635,358
385,3536
4706,1181
1820,7316
8230,9305
344,6786
1969,4687
6641,9067
1121,8342
7921,6309
3529,1988
6555,8769
5369,1487
399,21
7086,5337
1018,6456
6002,3616
7504,5539
7940,4342
3193,5235
4880,8140
3510,3650
5981,962
3867,432
6347,5792
4587,6751
2484,1145
8696,5492
4829,7910
1862,730
1322,1528
6278,4653
9330,3884
6661,2840
8450,1225
5490,24
349,3120
1595,5148
7925,7081
4116,8412
9372,8171
1815,1217
5887,4718
7606,7601
8014,144
7228,7059
4015,1645
2474,1519
7334,4721
5958,4489
2245,3091
6122,3182
5681,4914
1999,5341
1340,2542
1834,9370
8377,2164
916,3786
3769,3339
472,4393
9313,1209
1150,3033
1079,5797
7723,7505
6471,9363
2507,3764
3307,6505
6958,6746
2266,2309
6991,3815
6751,619
38,9066
5275,8665
7078,1119
7912,1484
7097,2119
6938,4578
4611,1870
6565,2181
3854,701
1428,7619
2565,7731
2113,1183
1638,5045
8283,1529
1120,7297
8308,3139
4006,997
9536,2195
3731,7661
5392,619
9062,4562
1439,2920
1766,9963
1551,6096
4684,7576
267,4972
9604,5903
7683,4647
7077,8151
1886,9981
8867,8806
5245,7084
4723,8844
4873,2200
8025,357
3759,5380
2959,9909
6549,4351
3380,8630
1742,8791
342,2958
7375,4942
2755,2281
1241,4199
8763,9558
3467,9866
8328,5126
4080,4469
1935,5927
4240,3267
9889,2320
1553,5004
9685,5762
9637,4050
1221,1710
5535,1750
9040,9079
911,6535
2771,1095
9433,3137
7001,3855
236,7197
822,1888
4577,2274
8202,6686
3764,3774
19,273
8349,9163
6041,7917
549,1350
3903,7737
4046,2040
2341,8018
7867,2872
7169,6227
4274,75
7405,5893
6783,6592
8258,6734
4829,4456
4341,4741
5751,9763
6142,2873
9357,1125
7891,5081
6705,2645
9122,9134
4775,3027
8644,7748
8207,6657
4208,3754
7673,8055
9873,5435
1473,6658
2111,3078
5751,4801
6570,8517
3969,7689
8924,5545
7191,6536
2579,5059
9397,3268
5011,3111
6182,6002
7235,8301
9896,6539
9761,5383
9288,5357
6606,6915
3823,4015
9395,2984
7861,8721
1785,7425
1546,9033
8074,2695
3931,7059
5935,2734
9456,8541
5716,7521
5879,556
6126,9553
8303,936
9103,838
6462,3510
4192,4225
7849,6897
815,8692
4310,8358
5187,6613
281,1985
4838,1325
8986,8953
3158,1124
691,917
6681,2004
7988,3010
6115,1742
2100,352
6305,2562
9549,8845
4489,114
466,8074
6433,9984
9558,1950
9246,3683
1395,7403
4357,8242
2831,6670
9550,5372
9038,7016
6640,947
9008,2170
3896,1959
9238,3605
3523,8738
619,6306
930,2620
2897,8933
7273,9861
3279,400
6039,3467
3903,4187
1089,5979
3586,4530
7198,339
7705,9338
8202,9953
8258,7867
4812,9917
2728,8039
9242,6015
8577,9702
1009,7478
9253,6908
2493,1357
7358,3301
7948,4966
3460,533
7103,3399
4927,5658
1967,8222
8636,7122
4968,4525
602,1809
7231,7699
1071,4544
2880,2858
1767,4733
9971,3937
5053,6124
9414,15
6087,179
4915,2803
3041,1638
9542,6544
2550,5811
6797,4734
6081,995
1320,3330
6564,3532
3348,4408
1227,2368
6009,4275
1538,7132
8223,5248
4658,4705
7269,5513
2281,1888
3610,9775
895,9411
1279,74
2549,2177
235,652
6733,9278
6384,783
8549,859
1302,482
6999,9334
3933,7020
1613,2581
6705,1315
4935,5675
3111,8707
9430,9015
1140,3979
7766,7443
1955,561
4740,2790
310,4936
253,6246
5577,3797
2011,9967
8444,2158
1506,8663
7203,4931
7069,18
2071,2463
6386,1769
2411,1561
8775,8366
2679,4117
1406,2177
2489,2988
1747,4704
4519,3489
8610,7447
4985,8619
9470,8687
2063,5926
6870,6616
7660,5403
4214,5628
1709,6384
1749,4029
5395,8956
2337,6381
3679,4069
9443,8345
677,9193
7462,5003
6580,8279
3734,7720
4921,5078
3635,4583
2908,761
9196,2723
4522,9806
6397,9703
8091,1357
7954,4218
2487,1311
4221,2380
1641,6713
5579,8740
2119,7593
9396,1355
7500,7588
8500,1831
6317,7107
9167,1942
1539,7448
7915,3019
3841,6082
8371,2201
1883,456
7446,268
2268,6921
9725,5158
2279,281
312,9082
8171,2709
8466,693
1664,300
8800,8591
247,4840
7433,3528
9829,9566
2875,4899
3964,2607
1553,462
7360,1842
6366,8614
2803,7396
5503,7189
2137,6383
1332,483
9905,4253
2185,1017
723,6593
6929,1601
3917,3242
343,1406
7387,6940
7698,3839
2951,59
6816,8267
5042,8691
3967,6411
4838,5592
3917,4471
9010,586
9678,898
3994,4171
7695,6106
4345,6805
3510,588
9899,7824
7658,8937
4020,7313
2207,5242
6199,2335
4380,880
7481,1301
4953,8066
5311,6905
1458,869
3282,2238
1032,9938
4687,4301
385,5080
532,3551
5785,4766
7427,7095
9439,1638
175,6115
948,6487
9549,3364
727,7477
8140,5508
6832,4469
7556,8490
9518,5242
6993,123
1157,3875
7097,3550
6039,7509
3833,3488
283,9703
9751,1454
6081,3192
7275,9676
9104,7749
2344,3674
9965,747
766,782
6083,8521
8206,248
7858,9184
3438,2615
8309,6640
8247,3080
3060,3442
2905,1040
3393,3528
5901,8876
1596,2409
5640,8578
9663,581
5112,1113
4884,2497
9413,9078
9832,8944
7279,573
7158,5898
3767,4549
6340,1892
3323,4286
7661,8223
6045,432
2188,6291
3676,5936
9307,3879
6808,6962
311,8565
8204,642
8036,1595
5519,8602
8357,5086
8015,1015
9332,5355
2530,8249
3416,9819
427,6897
4079,8293
5580,8426
3173,627
2295,339
9108,3733
7482,7016
7666,6190
6163,6520
6859,90
6393,3241
3009,8751
2524,2497
7662,5282
5221,723
8664,7450
6413,4792
4239,8682
1599,5460
256,4534
7972,9069
4064,3823
953,3441
9958,9654
4173,4641
1578,3907
9782,8807
53,3423
270,8058
2856,2500
9781,9253
7232,6453
3796,2242
1104,2896
1733,4334
5526,3375
502,1151
2961,3680
9201,186
4065,6820
6858,3358
8456,9126
8510,8168
963,2290
5610,1987
7643,8577
6142,7061
7982,3929
2283,494
2859,3766
5296,4816
2022,9496
7582,2989
7670,2658
4154,9636
474,2648
3121,3960
2749,130
2534,3964
8053,5345
1290,7685
4618,1516
5206,1916
6979,2620
2608,242
5151,7878
1799,7432
6428,3462
9824,7231
5192,8859
4641,9926
2278,8155
3191,2034
7048,694
1528,3207
861,5915
2403,8207
8229,4766
9112,2670
1884,17
2025,5418
6876,7116
75,5967
9487,9958
1282,100
3007,5835
4145,6004
6937,8289
2922,1105
307,7216
2205,7351
329,8186
4636,4130
7289,691
8057,9513
2924,9136
6722,8516
2801,8094
8885,2511
7650,9247
3342,231
1405,5210
9132,5000
7136,1046
2961,7622
3667,2684
3655,8202
4822,8434
1315,403
1938,2886
935,2996
6910,5591
4076,9780
2263,1429
3097,8223
2436,2348
7963,9990
2275,8742
155,7932
8127,5419
4907,1783
2413,4088
7531,3898
8569,4622
6977,9870
8944,8429
3653,713
8316,711
2551,9843
9218,2770
256,9903
5807,5506
3167,2190
3069,6714
3853,2951
4555,3260
6130,2731
7817,5623
1006,1835
1962,7330
9151,6633
3205,7630
4598,4102
4359,1590
6875,8395
8426,393
2309,7692
8558,7362
34,7541
1544,3394
6539,4480
7996,6538
3898,4375
2173,4569
3255,7245
6725,3203
236,1197
3163,4580
7403,7999
1212,6202
7939,1307
8739,7322
311,9183
4838,4035
3103,5969
6628,743
4891,4030
1466,1087
3535,926
4988,4055
4435,8971
4356,289
8236,5695
9643,9293
7665,1499
4764,7508
4683,4267
7908,5904
7256,602
4999,8615
4136,36
8529,9889
1367,1272
6746,4290
5933,2354
1892,9518
7944,7404
7691,9522
5167,9029
8452,780
6918,7317
6301,8767
2144,9465
2496,3603
6634,7577
9737,9365
3943,8033
8971,736
9901,1802
4533,831
5823,550
8094,2467
9340,9091
4464,4342
3480,5278
2918,7724
6710,6515
8545,5987
2647,3231
6625,7347
5822,228
7937,4377
2001,9656
255,1852
8408,7678
3805,894
2405,5014
9969,2494
5371,508
1120,8892
5466,1914
8147,2633
7829,1659
6781,1010
1923,4768
6485,9669
9369,8601
7987,5562
9777,1174
9691,6153
9208,71
443,8913
7374,7554
151,2281
231,1238
8273,4987
8156,4748
4405,6021
2777,3179
2856,5303
6877,9424
205,8311
5326,6575
6401,9763
7163,4742
7052,2115
7536,1368
8035,1742
5774,5294
7304,4934
6583,1480
8132,4873
3287,473
7071,8453
2178,4695
750,8070
390,795
1451,5012
9266,8961
263,4891
9563,7776
8517,4825
8111,3474
4577,1838
4816,4617
2943,4540
3297,4070
1291,8375
5508,8569
8788,524
864,351
6681,7604
6428,1979
1404,3837
5769,2201
26,790
7917,6808
7128,9595
6998,6484
9044,7075
4800,7319
1232,3843
4549,2499
2911,6726
4939,8237
399,3307
3139,4168
8507,2043
932,8285
9381,174
5186,3354
1741,3885
160,7248
5176,9253
2278,739
6981,4644
1510,207
2958,1403
495,2214
1869,3343
893,5989
911,8508
8852,7383
8021,800
213,6540
8738,9316
2218,4894
2640,9324
1394,9884
6765,7403
8386,370
7385,6947
6736,5194
9903,8853
8573,9543
5263,6041
3694,1332
1993,5317
7690,2516
7556,8194
6529,6007
6901,6635
6945,7549
7157,9808
6177,5584
4464,3215
3248,6397
3620,7690
6342,1753
9382,9422
5598,4644
7572,1252
5128,1523
9512,4152
6538,960
3863,3684
7810,8516
6433,6455
2450,310
6291,5603
8234,4108
3799,3015
8996,5560
8255,7623
9323,4250
6343,9732
182,3394
4380,947
8158,6346
9030,7527
4344,7098
1915,9880
3482,4626
756,6403
347,2706
2469,5325
8683,118
850,6885
1517,9259
2339,4079
9486,6390
7390,5055
7414,1638
3670,1000
9584,4951
4680,6187
9472,8390
9121,5589
5350,328
8939,7871
8256,3287
6172,8608
78,1482
5533,1678
6535,405
1002,2085
1028,233
7139,2580
4988,4312
1004,6674
9450,9633
6161,4632
882,2819
4648,65
1571,5630
7686,6690
7104,7897
2162,3516
9388,7224
6084,5506
6172,2085
4182,1350
5763,5280
2881,3641
7640,5218
1564,7684
4042,256
8280,3837
5473,318
8435,1329
3815,480
4129,1971
5831,2006
3698,2041
2901,9196
1429,7477
4876,8604
4425,8878
7595,9375
8548,4910
8699,8212
7899,5945
232,7210
7891,2693
1419,8319
8810,3726
7496,4829
7635,491
5440,6492
5992,939
9166,1473
9287,1923
5460,705
148,9437
7952,4646
2574,2242
8460,7956
4365,336
1669,1581
2016,7480
6057,7826
5557,6858
8523,6031
6985,8265
6434,2374
7773,4479
9552,7949
2485,8132
6570,1787
9280,8116
8634,6060
6593,575
3865,8423
2898,3695
9454,6073
2968,8855
5424,3870
7059,6684
7363,9822
5604,2303
9022,478
9910,4487
2897,6546
2607,1799
2672,995
8643,8298
541,6646
3194,2206
1675,3961
8986,6555
2467,2160
2916,1723
848,7488
1371,4578
8531,3186
4975,3651
8611,3311
980,1252
19,5218
59,4143
9400,1825
2805,3693
2633,6765
7949,2190
9185,9793
2618,1990
7971,9800
1529,3823
4000,3740
2123,442
3175,9509
9439,5130
9309,3854
352,8528
2543,1409
3498,3066
4778,2749
5197,2747
1999,2128
1580,8305
5934,2860
4277,4479
8312,396
5919,6318
6134,7572
5952,2078
5865,3895
4996,5238
6769,2953
109,1169
2520,548
8795,5192
933,3377
2171,5364
347,4315
6726,9508
6571,1085
6593,8205
2275,3184
7061,3628
983,4379
3218,5894
1397,9763
2406,5145
4118,8979
8347,3436
5590,5970
4759,3637
4460,1525
294,7914
9023,1883
4359,3585
9196,8590
3382,4692
8029,2528
5082,9517
6222,2550
3931,2079
5549,3188
9569,5154
2895,1790
8177,4010
8566,3615
3937,4128
5888,8357
59,9816
9637,9026
3124,4325
507,852
94,5212
4059,6601
8435,5367
102,2722
3598,4627
576,3912
4610,4355
5422,1228
2315,3366
5580,1839
631,8041
8194,1793
9955,262
7465,7213
8336,1421
4083,2034
478,3994
7460,526
839,3735
1389,7277
9206,3861
7928,4214
2107,8607
9548,1478
6610,8734
90,7000
9433,8463
8813,5801
6272,2935
1143,7968
3989,3615
4427,3608
3618,9186
7141,1447
2521,4775
4368,8648
4481,4782
2729,989
567,1816
3868,6845
5238,3953
6621,5342
929,665
6075,4523
6988,1032
3623,7764
2505,8124
1648,8570
8462,9190
122,4056
5488,63
7683,3802
9942,3219
4992,7921
6607,7010
3498,4063
7389,971
3085,5779
6541,4240
6773,8538
5111,1623
2091,673
8894,6073
4820,9448
9051,39
4491,3600
1670,4200
5070,261
3819,2030
6451,1215
202,7846
2614,4552
9647,5585
2104,4317
3864,6477
5633,9912
557,7266
3444,4800
5687,6928
9292,839
7489,462
9789,5764
1657,9033
8232,5244
5908,9566
1255,9052
9510,1030
2523,4639
2446,1157
1971,3626
7763,3679
1393,2645
9061,4685
5901,5295
8622,530
3739,3226
4823,3760
7976,1459
6093,6572
8717,1050
9802,9705
8163,3888
1854,9688
9459,8736
8573,2177
1172,1783
8439,680
3167,5420
1243,8046
27,8914
241,6385
1260,3679
1459,7837
3750,3888
787,208
4238,5290
357,8396
6285,6947
9574,6871
8510,6007
3782,2800
3821,1998
5079,3837
5850,9656
3564,9136
3005,245
3718,137
232,7189
3876,9242
8153,5898
2887,5272
2831,5821
5324,1487
1246,5129
9273,5742
2181,6089
1080,5591
9582,6194
7300,8048
3314,1170
3065,9094
7934,794
2724,9909
8966,2074
4984,7847
3151,4406
5799,4183
7602,4128
788,3321
3786,6519
4387,4655
4935,946
8008,2026
1205,8177
5566,9565
8080,9481
2326,807
8942,2045
2226,2420
5685,2407
1684,1060
4851,1910
6830,7150
9895,1124
4977,946
550,1397
7788,5970
6122,3625
5603,1406
300,126
4072,233
7139,489
1445,8066
2722,7560
4602,2956
741,6525
6175,7003
8045,6475
4683,3686
2229,4582
4897,8559
7893,4106
2469,5175
3835,5199
8516,277
5754,1215
4639,8868
8276,1341
4132,3962
8629,8584
6806,3307
6333,4389
1629,1525
5773,4708
8807,4873
283,4762
6969,8488
7012,2110
5602,3626
5160,7458
4835,2825
2979,181
4676,6573
9951,1029
5070,1440
3128,462
1173,7116
7762,3547
9787,5516
4374,6528
4045,9276
1341,7723
8318,8827
7827,1276
2299,2701
9239,7425
2820,8782
3710,3107
3834,3584
4820,5143
4534,1191
9231,8134
8360,3711
7034,7805
6845,2495
3723,8037
6173,9486
9210,2424
6091,6543
4691,4582
7661,6295
9567,6746
2383,3404
7718,4605
3799,6869
4638,1994
5937,2276
8316,827
3927,7338
8846,4968
9973,3682
2220,9966
6276,9383
4181,6861
4225,5688
7944,6943
1320,5709
3351,442
5217,1870
5203,7768
4735,2255
4597,246
4397,9978
6596,121
3030,8802
8594,672
4171,2026
2732,5283
5038,7529
9968,924
2644,5072
2733,6447
4481,7274
2701,8671
4509,2762
2221,5873
3191,4862
5780,17
3569,7289
5586,2362
7990,8927
2442,6385
5316,9870
5842,5962
1796,8745
7760,8121
7844,8220
7114,9972
8405,8291
2989,4606
2724,2203
8726,3198
5648,4187
5020,5596
8469,2570
4684,7020
482,6898
9923,170
9271,5427
4129,3774
5475,6817
1513,8643
4007,3195
9171,5285
8942,9378
9006,9750
3976,1609
3285,1122
9904,269
8012,473
5805,1191
3831,7486
9498,4805
5775,2184
8001,309
9516,4038
5213,8475
3347,4551
7419,8872
4711,9756
5779,1088
8975,9680
2934,2896
3339,9160
7355,1534
7472,4039
7331,5547
4219,2245
1483,8363
1205,3813
2397,1693
9092,4220
8164,5630
7354,6458
8568,7155
2688,5435
9932,1527
7075,9461
6843,7148
4781,102
1310,5231
5233,1506
1949,8795
1687,5122
7250,9023
1056,2016
9293,9126
1853,9538
5047,5537
1411,2350
1836,4312
6575,7795
4618,9689
168,3628
4852,4259
8243,7996
7081,7433
6830,2725
2535,2660
4084,6691
6911,2811
4702,6917
3916,778
6927,7321
4665,4843
4988,7040
6111,4023
889,6827
361,6348
3409,9257
5445,531
3755,9603
2243,5287
9908,187
1894,1859
9100,7174
3612,9022
8293,4347
4772,356
9347,5445
4456,6601
8701,6958
9027,6932
5069,218
7635,1096
4245,4166
1260,7516
4823,5128
7730,8751
8908,1087
442,2222
7677,7955
9166,6403
8042,6241
8788,5830
1716,7280
8685,8010
9920,3293
1917,3562
3315,3727
735,770
3522,7684
1316,8435
8886,6555
5727,2565
6651,8443
7239,2967
4145,8267
6249,9059
7300,5332
8298,5610
1700,3746
7620,9754
428,6140
2391,9075
6049,4184
8540,4466
6525,8844
4614,6192
2857,9079
3926,1675
942,4953
7081,8993
2306,9180
2755,8118
8329,622
98,6322
5711,3618
3213,7410
2074,1333
8565,4967
1433,5930
1579,1150
7870,2644
1066,4791
1856,3519
9749,4958
5377,4816
1150,6030
1331,1877
9367,823
8810,1283
7274,6100
315,3499
2561,2229
2756,6386
6625,7117
3450,9691
2907,1392
5369,4356
4972,5024
5785,5772
1285,6249
7635,9991
1654,7990
7711,2715
3514,4535
6351,9887
7556,9793
2567,3889
3625,7943
7988,8589
5694,1965
4087,6242
7326,7135
1483,5362
650,4895
2313,3233
4246,5466
4740,1903
7266,7389
